species,circRNA name,Position,Function,Gene,Gene Description,PMID
Drosophila melanogaster,chr4:92948-93488,chr4:92948-93488,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chr4:945710-947287,chr4:945710-947287,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chr4:95695-107792,chr4:95695-107792,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chr4:958959-959743,chr4:958959-959743,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chr4:974140-975676,chr4:974140-975676,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:10151702-10152050,chrX:10151702-10152050,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:10469424-10470189,chrX:10469424-10470189,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:10707283-10708126,chrX:10707283-10708126,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:11289274-11290136,chrX:11289274-11290136,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:11289274-11290604,chrX:11289274-11290604,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:11291859-11292855,chrX:11291859-11292855,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:11590437-11593439,chrX:11590437-11593439,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:11842662-11848314,chrX:11842662-11848314,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:12700932-12701261,chrX:12700932-12701261,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:1279938-1280395,chrX:1279938-1280395,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:12975547-12977131,chrX:12975547-12977131,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:13113782-13114179,chrX:13113782-13114179,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:13469936-13471697,chrX:13469936-13471697,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:13700566-13702527,chrX:13700566-13702527,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:13861304-13862106,chrX:13861304-13862106,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:14991490-15003926,chrX:14991490-15003926,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:14993847-14995205,chrX:14993847-14995205,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:15199863-15205249,chrX:15199863-15205249,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:1569701-1571350,chrX:1569701-1571350,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:15830833-15831064,chrX:15830833-15831064,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:16398024-16408217,chrX:16398024-16408217,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:16638648-16639986,chrX:16638648-16639986,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:17614621-17615648,chrX:17614621-17615648,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:17839253-17845643,chrX:17839253-17845643,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:17844645-17845643,chrX:17844645-17845643,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:17933119-17934416,chrX:17933119-17934416,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:18266065-18267488,chrX:18266065-18267488,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:18688994-18691502,chrX:18688994-18691502,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:22386433-22388404,chrX:22386433-22388404,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:22387142-22388404,chrX:22387142-22388404,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:2415568-2416454,chrX:2415568-2416454,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:3138769-3140718,chrX:3138769-3140718,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:3615410-3615680,chrX:3615410-3615680,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:5277097-5277679,chrX:5277097-5277679,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:5605511-5605836,chrX:5605511-5605836,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:6022412-6026346,chrX:6022412-6026346,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:7556146-7557587,chrX:7556146-7557587,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:7820683-7820889,chrX:7820683-7820889,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:8085846-8086194,chrX:8085846-8086194,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:8893414-8896150,chrX:8893414-8896150,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,chrX:9705822-9706189,chrX:9705822-9706189,Head development [differential expression (during head development)],-,-,25544350
Drosophila melanogaster,circluna,-,circluna functions in gene regulation by competing with linear splicing.,luna,-,25242144
Drosophila melanogaster,circmbl,-,circmbl participates in gene regulation through interaction with MBL protein,mbl,muscleblind,25242144
Mus musculus,cia-cGAS,-,cia-cGAS protects dormant hematopoietic stem cells from DNA sensor cGAS-mediated exhaustion.,D430042O09Rik,RIKEN cDNA D430042O09 gene,29625897
Mus musculus,circAtp9b,chr18:80734143-80934058,"circAtp9b, a competing endogenous RNA, regulates the progression of osteoarthritis by targeting miR-138-5p",Atp9b,"ATPase, class II, type 9B",29305974
Mus musculus,circDYM,-,Highly enriched in the cerebellum.,Dym,dymeclin,25921068
Mus musculus,circELF2,-,Highly enriched in the cerebellum.,Elf2,E74-like factor 2,25921068
Mus musculus,circFMN1,-,Kidney development,Fmn1,formin 1,9848078
Mus musculus,circPLXND1,-,Highly enriched in the cortex.,Plxnd1,plexin D1,25921068
Mus musculus,circRar1,chr1:75418457-75418970,"Lead-induced neuronal cell apoptosis [differential expression (lead-injured mice vs. controls)]; a novel regulatory network among lncRpa, circRar1, miR-671 and apoptotic genes promotes lead-induced neuronal cell apoptosis.",Rar1,-,27604105
Mus musculus,circRIMS2,-,Highly enriched in the cerebellum.,Rims2,regulating synaptic membrane exocytosis 2,25921068
Mus musculus,circRNA.10042,chr3:84527686-84548035,Osteogenic differentiation [differential expression (during the osteogenic differentiation of MC3T3-E1 cells induced by BMP2)],-,-,28395271
Mus musculus,circRNA.10853,chr19:5113781-5114171,Osteogenic differentiation [differential expression (during the osteogenic differentiation of MC3T3-E1 cells induced by BMP2)],-,-,28395271
Mus musculus,circRNA.11173,chr14:65547134-65551475,Osteogenic differentiation [differential expression (during the osteogenic differentiation of MC3T3-E1 cells induced by BMP2)],-,-,28395271
Mus musculus,circRNA.12095,chr18:80836355-80917878,Osteogenic differentiation [differential expression (during the osteogenic differentiation of MC3T3-E1 cells induced by BMP2)],-,-,28395271
Mus musculus,circRNA.12822,chr7:130228623-130262066,Osteogenic differentiation [differential expression (during the osteogenic differentiation of MC3T3-E1 cells induced by BMP2)],-,-,28395271
Mus musculus,circRNA.14095,chr1:38053034-38085652,Osteogenic differentiation [differential expression (during the osteogenic differentiation of MC3T3-E1 cells induced by BMP2)],-,-,28395271
Mus musculus,circRNA.15675,chr15:33212816-33213263,Osteogenic differentiation [differential expression (during the osteogenic differentiation of MC3T3-E1 cells induced by BMP2)],-,-,28395271
