Species,circRNA name,circAltas ID,Uniform ID,Strand,Host gene,Disease_Name,Expression Pattern,PMID,miRNA
human,circ_ARID1A,hsa-ARID1A_0001,"circARID1A(2,3,4).1",unknown,ARID1A,Autism spectrum disorder,Upregulated,32127416,unknown
human,hsa_circ_0000034,hsa-DHDDS_0004,"circDHDDS(5,6).1",+,DHDDS,Retinoblastoma,Upregulated,32865704,miR-361-3p
human,hsa_circ_0008494,hsa-ARID1A_0001,"circARID1A(2,3,4).1",+,ARID1A,Colorectal cancer,Upregulated,28656150,unknown
human,hsa_circ_0006913,hsa-ARID1A_0002,"circARID1A(5,6,8).1",+,ARID1A,Pancreatic cancer,Downregulated,27997903,unknown
human,hsa_circ_0011021,hsa-PIGV_0003,circPIGV(2L).1,+,PIGV,Cervical cancer,Upregulated,29156822,unknown
human,hsa_circ_0011058,unknown,unknown,+,TMEM222,Papillary thyroid carcinoma,Upregulated,31951855,unknown
human,hsa_circ_0011107,hsa-RPA2_0002,"circRPA2(5,6).1",-,RPA2,Gastric cancer,Upregulated,28544609,unknown
human,hsa_circ_0005406,hsa-PHACTR4_0008,"circPHACTR4(3,4,5,6S).1",+,PHACTR4,Osteoarthritis,Downregulated,31190410,unknown
human,hsa_circ_0000038,hsa-PHACTR4_0009,"circPHACTR4(7,8).1",+,PHACTR4,Chronic hepatitis B,Upregulated,29888838,unknown
human,hsa_circ_0000039,hsa-YTHDF2_0001,circYTHDF2(4S).1,+,YTHDF2,Gastric cancer,Upregulated&nbsp;,33104023,unknown
human,hsa_circ_0000042,hsa-EPB41_0021,"circEPB41(10,11).1",+,EPB41,Non-small cell lung cancer,Upregulated,31561126,unknown
human,hsa_circ_0000043,hsa-PUM1_0014,"circPUM1(6,7).1",-,PUM1,Endometrial carcinoma,Upregulated&nbsp;,33128584,unknown
human,hsa_circ_0000043,hsa-PUM1_0014,"circPUM1(6,7).1",-,PUM1,Ovarian cancer,Upregulated,31751911,unknown
human,hsa_circ_0000043,hsa-PUM1_0014,"circPUM1(6,7).1",unknown,unknown,Breast cancer,Upregulated&nbsp;,33043682,unknown
human,hsa_circ_0011269,hsa-ZCCHC17_0014,"circZCCHC17(L3,4,5).1",+,ZCCHC17,Osteoporosis,Downregulated,32619044,unknown
human,hsa_circ_0011292,unknown,unknown,+,TINAGL1,Non-small cell lung cancer,Upregulated&nbsp;,32833503,unknown
human,hsa_circ_0007364,hsa-PTP4A2_0001,"circPTP4A2(2,3)::ENSG00000288678(L1)1",-,PTP4A2,Cervical cancer,Upregulated&nbsp;,33138667,unknown
human,hsa_circ_0007777,hsa-KHDRBS1_0002,"circKHDRBS1(2,3,4).1",+,KHDRBS1,Hashimoto's thyroiditis,Upregulated,31207490,unknown
human,circRNA7231,hsa-KHDRBS1_0007,"circKHDRBS1(5,6,7).1",+,KHDRBS1,Herpes Simplex Virus1 Infection,unknown,29218114,unknown
human,hsa_circ_0003880,hsa-KPNA6_0011,"circKPNA6(10,11,12).1",+,KPNA6,Breast cancer,unknown,28933584,unknown
human,hsa_circ_0011385,hsa-EIF3I_0001,"circEIF3I(RI,5,6).1",+,EIF3I,Non-small cell lung cancer,Upregulated,30665425,unknown
human,hsa_circ_0011385,hsa-EIF3I_0001,"circEIF3I(RI,5,6).1",+,EIF3I,Thyroid cancer,Upregulated,32082079,miR-361-3p
human,hsa_circ_0011385,hsa-EIF3I_0001,"circEIF3I(RI,5,6).1",+,EIF3I,Bladder cancer,Upregulated,32015691,unknown
human,hsa_circ_0011460,unknown,unknown,-,AK2,Preeclampsia,Upregulated,31487644,unknown
human,hsa_circ_0011780,hsa-MACF1_0400,circMACF1(10L).2,+,MACF1,Non-small cell lung cancer,Downregulated,32158226,unknown
human,hsa_circ_0011785,unknown,unknown,+,MACF1,Inflammatory response,Upregulated,32113679,unknown
human,hsa_circ_0008844,hsa-MFSD2A_0001,"circMFSD2A(2,3).1",+,MFSD2A,Cervical cancer,Upregulated,28080204,unknown
human,hsa_circ_0000061,hsa-SCMH1_0001,"circSCMH1(L9,10).1",-,SCMH1,Proliferative diabetic retinopathy,Upregulated,31749049,unknown
human,hsa_circ_0011946,hsa-SCMH1_0037,"circSCMH1(5L,6,7,8).1",-,SCMH1,Breast cancer,Upregulated,29593432,"miR-26a, miR-26b"
human,hsa_circ_0011946,hsa-SCMH1_0037,"circSCMH1(5L,6,7,8).1",-,SCMH1,Oral squamous cell carcinoma,Upregulated,32096152,unknown
human,hsa_circ_0006848,hsa-FOXJ3_0001,"circFOXJ3(3,4).1",-,FOXJ3,Gastric cancer,Downregulated,31565098,unknown
human,hsa_circ_0012077,hsa-PTPRF_0011,circPTPRF(8).1,+,PTPRF,Demyelinating disease,Upregulated,31611906,unknown
human,hsa_circ_0000064,unknown,unknown,-,B4GALT2,Lung cancer,Upregulated,29223555,unknown
human,hsa_circ_0000064,unknown,unknown,-,B4GALT2,Hepatocellular carcinoma,Downregulated,30426540,unknown
human,hsa_circ_0012129,unknown,unknown,unknown,unknown,Glioblastoma,unknown,unknown,unknown
human,hsa_circ_0012152,hsa-RNF220_0002,circRNF220(2).1,+,RNF220,Hashimoto's thyroiditis,Upregulated,31207490,unknown
human,hsa_circ_0092340,hsa-NASP_0008,"circNASP(10,11,12).1",+,NASP,Osteosarcoma,Upregulated,29678578,unknown
human,hsa_circ_0012342,unknown,unknown,-,MKNK1,Mucoepidermoid carcinoma,Downregulated,30471855,unknown
human,hsa_circ_0012346,hsa-MKNK1_0003,"circMKNK1(7,8).1",-,MKNK1,Nonfunctioning pituitary adenomas,Upregulated,29909209,unknown
human,hsa_circ_0000069,hsa-STIL_0005,"circSTIL(11,S12,S12).1",-,STIL,Steroid-induced osteonecrosis of the femoral head,Upregulated,31827647,unknown
human,hsa_circ_0000069,hsa-STIL_0005,"circSTIL(11,S12,S12).1",-,STIL,Colorectal cancer,Upregulated,28003761,unknown
human,hsa_circ_0000069,hsa-STIL_0005,"circSTIL(11,S12,S12).1",-,STIL,Pancreatic cancer,Downregulated,33324055,unknown
human,hsa_circ_0002632,hsa-STIL_0006,"circSTIL(5,6,7).1",-,STIL,Oral squamous cell carcinoma,Downregulated,29991057,unknown
human,hsa_circ_0012380,unknown,unknown,-,STIL,Breast cancer,unknown,28933584,unknown
human,hsa_circ_0012384,unknown,unknown,+,CMPK1,Non-small cell lung cancer,Upregulated,31863641,unknown
human,hsa_circ_0008202,hsa-SPATA6_0001,"circSPATA6(10,11).1",-,SPATA6,Oral squamous cell carcinoma,Downregulated,33654430,unknown
human,hsa_circ_0004619,hsa-FAF1_0003,"circFAF1(5,6,7,8).1",-,FAF1,Breast cancer,Downregulated,28484086,"hsa-miR-135b-3p, hsa-miR-298, hsa-miR-485-3p, hsa-miR-182-5p, hsa-miR-593-5p"
human,hsa_circ_0005567,hsa-EPS15_0014,"circEPS15(15,16,17,18).1",-,EPS15,Osteoarthritis,Upregulated,28624198,"miR378a, miR20a"
human,hsa_circ_0012563,unknown,unknown,+,ZYG11A,Esophageal cancer,Upregulated,32185826,unknown
human,hsa_circRNA_100236,hsa-TMEM59_0005,"circTMEM59(4,5,6).1",unknown,unknown,Systemic lupus erythematosus,Upregulated,33750387,unknown
human,hsa_circ_0113656,hsa-DHCR24_0001,"circDHCR24(3,5).1",-,DHCR24,Human aortic smooth muscle cell,Upregulated,32736703,unknown
human,hsa_circ_0012673,hsa-DHCR24_0003,"circDHCR24(3,4).1",-,DHCR24,Lung cancer,Upregulated,29366790,unknown
human,hsa_circ_0113689,hsa-DAB1_0084,circ(chr1).348,-,DAB1,Osteogenesis,Upregulated,32415085,unknown
human,chr1:58971728–59004978,unknown,unknown,unknown,unknown,Acute ischemic stroke,Downregulated,31502677,unknown
human,hsa_circ_0002316,hsa-OMA1_0005,circOMA1(8L).2,-,OMA1,Systemic lupus erythematosus,Downregulated,32093518,unknown
human,hsa_circ_0012721,unknown,unknown,-,OMA1,Coronary heart disease,Downregulated,32043895,unknown
human,hsa_circ_0000073,hsa-OMA1_0003,"circOMA1(3,4,RI,5,6S,7).1",-,OMA1,Breast cancer,unknown,28933584,unknown
human,hsa_circ_0000073,hsa-OMA1_0003,"circOMA1(3,4,RI,5,6S,7).1",-,OMA1,Osteosarcoma,Upregulated,32706759,unknown
human,hsa_circ_0012737,unknown,unknown,-,MYSM1,Preeclampsia,Downregulated,31487644,unknown
human,hsa_circ_0000074,unknown,unknown,-,unknown,Pulmonary tuberculosis,Upregulated,29371930,unknown
human,hsa_circ_0000075,hsa-FGGY_0011,"circFGGY(2,3,4).1",+,FGGY,Hashimoto's thyroiditis,Upregulated,31207490,unknown
human,hsa_circ_0006633,hsa-FGGY_0001,"circFGGY(3,4,5).1",+,FGGY,Gastric cancer,Downregulated,28656881,unknown
human,hsa_circ_0000079,hsa-USP1_0007,"circUSP1(5,7,8).1",+,USP1,Non-small cell lung cancer,Downregulated,32951448,unknown
human,hsa_circ_0000080,hsa-USP1_0006,"circUSP1(6,7,8).1",+,USP1,Glioblastoma,Upregulated,31654502,unknown
human,hsa_circ_0113854,hsa-ATG4C_0024,circATG4C(L2).1,+,ATG4C,Coronary artery disease,Upregulated,28045102,unknown
human,hsa_circ_0008433,hsa-PDE4B_0007,"circPDE4B(2,3).1",+,PDE4B,Lupus nephritis,Upregulated,29499937,unknown
human,hsa_circ_0008433,hsa-PDE4B_0007,"circPDE4B(2,3).1",+,PDE4B,Endometriosis,Upregulated,32548806,unknown
human,hsa_circ_0008433,hsa-PDE4B_0007,"circPDE4B(2,3).1",+,PDE4B,Intracranial aneurysm,Upregulated,31254341,"hsa-miR-181c-5p, hsa-miR-181b-5p"
human,hsa_circ_008389,hsa-DNAJC11_0001,"circDNAJC11(2,3,4).1",-,DNAJC11,Premature ovarian insufficiency,Downregulated,32081025,unknown
human,hsa_circ_0092374,unknown,unknown,+,GADD45A,Systemic lupus erythematosus,Upregulated,29360436,"miR-29a,VEGFA"
human,hsa_circ_0012919,unknown,unknown,-,GNG12,Systemic lupus erythematosus,Downregulated,30237316,unknown
human,hsa_circ_0008737,hsa-CAMTA1_0020,"circCAMTA1(L2,3).1",+,CAMTA1,Atrial fibrillation,Upregulated,32922589,unknown
human,hsa_circ_0002203,hsa-CAMTA1_0021,"circCAMTA1(L2,3).2",+,CAMTA1,Oral squamous cell carcinoma,Downregulated,31721499,unknown
human,hsa_circ_0009543,unknown,unknown,+,CAMTA1,Melanoma,Downregulated,30219673,unknown
human,hsa_circ_0002570,hsa-FAM73A_0002,"circMIGA1(3,4,5,6,7).1",+,FAM73A,Proliferative diabetic retinopathy,Upregulated,31749049,unknown
human,hsa_circ_0009547,unknown,unknown,+,VAMP3,Melanoma,Downregulated,30219673,unknown
human,hsa_circ_0009558,unknown,unknown,-,ERRFI1,Pterygium,Downregulated,29949792,unknown
human,hsa_circRNA_100269,hsa-ADGRL2_0005,"circADGRL2(2,3).1",+,LPHN2,Gastric cancer,Downregulated,28206972,unknown
human,hsa_circ_0004390,unknown,unknown,unknown,LPAR3,Ovarian cancer,Upregulated,32192774,unknown
human,hsa_circ_0009581,hsa-RERE_0011,"circRERE(7,8,9,10).1",-,RERE,Multiple myeloma,Upregulated,31948430,unknown
human,hsa_circ_0013084,hsa-SH3GLB1_0003,"circSH3GLB1(3,4,5).1",+,SH3GLB1,Hypopharyngeal carcinoma,Downregulated,30365065,unknown
human,hsa_circ_0000013,unknown,unknown,+,ENO1,Lung cancer,Upregulated,31767835,unknown
human,hsa_circ_0009634,unknown,unknown,-,ENO1,Breast cancer,Upregulated,30785332,unknown
human,hsa_circ_0000092,unknown,unknown,+,RPL5,Hepatocellular carcinoma,Upregulated,32077624,unknown
human,hsa_circ_0006427,hsa-BCAR3_0004,"circBCAR3(10,11).1",-,BCAR3,Lung cancer,Downregulated,30470570,unknown
human,hsa_circ_0006427,hsa-BCAR3_0004,"circBCAR3(10,11).1",-,BCAR3,Primary great saphenous vein varicosities,Downregulated,29577902,unknown
human,hsa_circRNA_100284,hsa-GCLM_0001,"circGCLM(3,4,5,6).1",unknown,GCLM,Carcinogenesis,Upregulated,28062277,unknown
human,hsa_circRNA_100284,hsa-GCLM_0001,"circGCLM(3,4,5,6).1",-,GCLM,Liver cancer,unknown,28062277,unknown
human,hsa_circ_0000094,unknown,unknown,-,CNN3,T cell acute lymphoblastic leukemia,Upregulated,33677796,unknown
human,chr1:95609447–95616975,hsa-TMEM56-RWDD3_0004,"circTLCD4(2S,3,L4,5).1",unknown,unknown,Acute ischemic stroke,Upregulated,31502677,unknown
human,hsa_circ_0013255,unknown,unknown,-,DPYD,Radiation-induced liver fibrosis,Downregulated,28774651,unknown
human,hsa_circ_0006323,hsa-DPYD_0001,"circDPYD(12,13).1",-,DPYD,Coronary artery disease,Upregulated,28947970,unknown
human,hsa_circ_000780,unknown,unknown,-,FAM107B,Tongue squamous cell carcinoma,Downregulated,32319610,unknown
human,hsa_circRNA_004183,unknown,unknown,unknown,unknown,Hepatic steatosis,Downregulated,28717649,unknown
human,hsa_circ_0019421,hsa-ENTPD7_0001,"circENTPD7(4,5).1",+,ENTPD7,Glioblastoma,Upregulated,32308563,unknown
human,hsa_circ_0019456,unknown,unknown,+,ABCC2,Hepatocellular carcinoma,Upregulated,31417632,unknown
human,SCD-circRNA 2,unknown,unknown,+,SCD,Hepatocellular carcinoma,Upregulated,31235426,unknown
human,hsa_circ_0008362,hsa-FBXW4_0001,"circFBXW4(3L,4,5).1",-,FBXW4,Glioblastoma,Downregulated,33323543,unknown
human,hsa_circ_0002888,hsa-C10orf76_0023,"circARMH3(16,17,18,19,20,22).1",-,C10orf76,Preeclampsia,Upregulated,31487644,unknown
human,hsa_circ_0000257,hsa-NOLC1_0001,"circNOLC1(2,L3,4,5).1",+,NOLC1,Pancreatic cancer,Downregulated,27997903,unknown
human,hsa_circ_0000257,hsa-NOLC1_0001,"circNOLC1(2,L3,4,5).1",+,NOLC1,Prostate cancer,Upregulated,33490086,unknown
human,hsa_circ_0019692,unknown,unknown,+,NOLC1,Renal cell carcinoma,Downregulated,31497210,unknown
human,hsa_circ_0092509,hsa-NT5C2_0092,circNT5C2(18L).1,-,NT5C2,Osteosarcoma,Upregulated,29383123,"miR-409-3p,miR-153-3p,miR-145-5p,miR-9-5p,miR-152-3p"
human,hsa_circ_0092516,hsa-MARCKSL1P1_0002,circNT5C2(3L).2,-,NT5C2,Osteoarthritis,Upregulated&nbsp;,33135071,unknown
human,hsa_circ_0005620,hsa-SH3PXD2A_0001,"circSH3PXD2A(8,9,10).1",-,SH3PXD2A,Major depressive disorder,Downregulated,27404501,unknown
human,hsa_circ_0020007,hsa-ADD3_0001,"circADD3(4,5,12).1",+,ADD3,Hepatocellular carcinoma,Downregulated,31497351,unknown
human,hsa_circ_0020014,unknown,unknown,unknown,CBC1,Osteoarthritis,Downregulated,31502887,unknown
human,hsa_circ_0000260,hsa-SMC3_0001,"circSMC3(19,20).1",+,SMC3,Gastric cancer,Upregulated&nbsp;,33122949,unknown
human,hsa_circ_0004277,hsa-WDR37_0021,"circWDR37(4,5).1",+,WDR37,Colorectal cancer,Upregulated,31960446,unknown
human,hsa_circ_0004277,hsa-WDR37_0021,"circWDR37(4,5).1",+,WDR37,Acute myeloid leukemia,Downregulated,28282919,unknown
human,hsa_circ_0017446,hsa-WDR37_0024,"circWDR37(4,5,6,7).1",+,WDR37,Acute myeloid leukemia,Downregulated,28282919,unknown
human,circATRNL1,hsa-ATRNL1_0008,"circATRNL1(2,3,4,5,6,7,8).1",unknown,ATRNL1,Oral squamous cell carcinoma,Downregulated,32032888,miR-23a-3p
human,hsa_circ_0020068,unknown,unknown,-,ABLIM1,Uterine leiomyoma,Downregulated,32976932,unknown
human,hsa_circ_0020093,hsa-ATRNL1_0001,"circATRNL1(2,3,L4,5).1",+,ATRNL1,Ovarian cancer,Downregulated,31026505,unknown
human,hsa_circ_005239,hsa-GFRA1_0001,"circGFRA1(7,8,9).1",-,GFRA1,Non-small cell lung cancer,Upregulated,32021297,unknown
human,hsa_circ_005239,hsa-GFRA1_0001,"circGFRA1(7,8,9).1",-,GFRA1,Triple negative breast cancer,Upregulated,29037220,unknown
human,hsa_circ_0020101,hsa-GFRA1_0002,circGFRA1(6).1,-,GFRA1,Proliferative vitreoretinopathy,Upregulated,30597308,unknown
human,hsa_circ_0020123,unknown,unknown,-,PDZD8,Non-small cell lung cancer,unknown,29372377,"miR-5001-3p,miR-718,miR-4793-3p,miR-4524a-5p,miR-513a-5p"
human,hsa_circ_0092857,hsa-EIF3A_0008,"circEIF3A(15,17).1",-,EIF3A,Lung cancer,Upregulated,31197975,unknown
human,hsa_circ_0004350,hsa-EIF3A_0006,"circEIF3A(2,3,4).1",-,EIF3A,Lung cancer,Upregulated,31197975,unknown
human,hsa_circ_0017728,hsa-DHTKD1_0018,"circDHTKD1(2,3,9,10).1",+,DHTKD1,Osteosarcoma,Downregulated,30191736,unknown
human,hsa_circ_0017736,hsa-DHTKD1_0113,circDHTKD1(5).1,+,DHTKD1,Osteoporosis,Downregulated,31056800,unknown
human,hsa_circ_0000215,hsa-CAMK1D_0018,circCAMK1D(I001).1,unknown,unknown,Glioblastoma,upregulated,33089764,unknown
human,hsa_circ_0000263,hsa-RP11-282I1.1_0002,circ(chr10).3273,+,TCONS_00017720,Cervical cancer,Upregulated,30569515,miR-150-5p
human,hsa_circ_0000264,hsa-CHST15_0003,"circCHST15(3S,4,5).1",-,CHST15,Lung cancer,Upregulated,30787976,unknown
human,hsa_circ_0008898,hsa-OAT_0002,"circOAT(2,3,4).1",-,OAT,Oral squamous cell carcinoma,Upregulated&nbsp;,32842350,unknown
human,hsa_circ_0003570,hsa-FAM53B_0002,"circFAM53B(3,4).1",-,FAM53B,Ovarian endometriosis,Downregulated,29490568,unknown
human,hsa_circ_0000267,hsa-FAM53B_0002,"circFAM53B(3,4).1",-,FAM53B,Gastric cancer,Upregulated,31845519,unknown
human,hsa_circ_0000267,hsa-FAM53B_0002,"circFAM53B(3,4).1",-,FAM53B,Hepatocellular carcinoma,Upregulated,30719761,unknown
human,hsa_circ_0003570,hsa-FAM53B_0002,"circFAM53B(3,4).1",-,FAM53B,Infantile hemangioma,Upregulated,29095957,unknown
human,hsa_circRNA_100709,hsa-FAM53B_0002,"circFAM53B(3,4).1",unknown,FAM53B,Ventricular septal defect,Downregulated,29910675,unknown
human,hsa_circ_0000268,hsa-ZRANB1_0001,circZRANB1(S1).2,+,ZRANB1,Gastric cancer,Upregulated,31189743,unknown
human,circZRANB1,hsa-ZRANB1_0001,circZRANB1(S1).2,+,ZRANB1,Glaucoma,unknown,29748605,miR-512-5p
human,hsa_circ_0002133,hsa-CTBP2_0003,circ(chr10).97,-,CTBP2,Hepatocellular carcinoma,unknown,30018710,unknown
human,hsa_circ_0020376,hsa-ADAM12_0002,"circADAM12(9,10,13,14).1",-,ADAM12,Uterine leiomyoma,Upregulated,32976932,unknown
human,hsa_circ_0007142,hsa-DOCK1_0009,"circDOCK1(2,3,4,5,6).1",+,DOCK1,Colorectal cancer,Upregulated,31346335,miR-103a-2-5p
human,hsa_circ_0007142,hsa-DOCK1_0009,"circDOCK1(2,3,4,5,6).1",+,DOCK1,Intracranial aneurysm,Downregulated,31254341,"hsa-miR-128-3p, hsa-miR-216a-3p, hsa-miR-576-3p, hsa-miR-376a-3p, hsa-miR-376b-3p"
human,hsa_circ_0020394,hsa-DOCK1_0010,"circDOCK1(2,3,4,5,21,22,23).1",+,DOCK1,Bladder cancer,Upregulated,30983072,unknown
human,hsa_circ_100721,hsa-DOCK1_0035,"circDOCK1(2,3,4,5,6,25,26,27).1",+,DOCK1,Colorectal cancer,Upregulated,29286141,unknown
human,hsa_circ_0020397,hsa-DOCK1_0035,"circDOCK1(2,3,4,5,6,25,26,27).1",+,DOCK1,Intracranial aneurysm,Downregulated,31096819,unknown
human,hsa_circ_100721,hsa-DOCK1_0035,"circDOCK1(2,3,4,5,6,25,26,27).1",+,DOCK1,Oral squamous cell carcinoma,Downregulated,29286141,unknown
human,hsa_circ_100721,hsa-DOCK1_0035,"circDOCK1(2,3,4,5,6,25,26,27).1",unknown,DOCK1,Thyroid cancer,Upregulated,32584497,unknown
human,hsa_circ_002082/hsa_circ_0000271,hsa-MTG1_0005,"circMTG1(L4,L5,6,7,8,9).1",+,MTG1,Hepatic steatosis,unknown,28717649,unknown
human,hsa_circ_0004183,hsa-FRMD4A_0025,"circFRMD4A(16,17,18,19,20,21).1",-,FRMD4A,Hepatic steatosis,unknown,unknown,unknown
human,hsa_circ_0000218,unknown,unknown,-,DCLRE1C,Laryngeal cancer,Upregulated&nbsp;,32825967,unknown
human,hsa_circ_0000218,unknown,unknown,unknown,unknown,Colorectal cancer,Upregulated,31598673,miR-139-3p
human,hsa_circ_0017841,unknown,unknown,-,ITGA8,Breast cancer,unknown,28933584,unknown
human,hsa_circ_001349,hsa-FAM188A_0002,"circMINDY3(2,3,4,5,6,7,8,9,10).1",-,FAM188A,Lupus Nephritis,unknown,29499937,unknown
human,hsa_circ_001242,hsa-TRDMT1_0004,"circTRDMT1(3,4,5,6,7,8).1",+,TRDMT1,Oral squamous cell carcinoma,Downregulated,30069275,unknown
human,hsa_circ_0000221,unknown,unknown,-,VIM,Hepatocellular carcinoma,Downregulated,30426540,unknown
human,circMLLT10,hsa-MLLT10_0030,"circMLLT10(14,15,16,18,19,21).1",unknown,MLLT10,Gastric cancer,Upregulated,31754397,unknown
human,hsa_circ_0017949,hsa-MLLT10_0039,"circMLLT10(L12,13,14,16).1",+,MLLT10,Breast cancer,unknown,28933584,unknown
human,hsa_circ_0008225,hsa-ZMYND11_0002,"circZMYND11(2,3,4).1",+,ZMYND11,Glioblastoma,Downregulated,32192854,unknown
human,hsa_circ_0093390,hsa-APBB1IP_0001,"circAPBB1IP(5,6,7,8).1",+,APBB1IP,Clear cell renal cell carcinoma,Upregulated,32547313,unknown
human,hsa_circ_0018004,hsa-PDSS1_0040,circPDSS1(L10).1,+,PDSS1,Stomach adenocarcinoma,Downregulated,31486138,unknown
human,hsa_circ_0007503,hsa-WAC_0001,"circWAC(4,5,6,7).1",+,WAC,Triple negative breast cancer,Downregulated,33648498,unknown
human,hsa_circ_0018064,hsa-SVIL_0008,"circSVIL(12L,13,14,16,17).1",-,SVIL,Renal cell carcinoma,Upregulated,31497210,unknown
human,hsa_circ_0018069,hsa-KIAA1462_0001,circJCAD(3).1,-,KIAA1462,Breast cancer,Downregulated,30025927,unknown
human,hsa_circ_0018069,hsa-KIAA1462_0001,circJCAD(3).1,-,KIAA1462,Bladder cancer,Downregulated,30984788,"miR-23c, miR-34a-5p, miR-181b-5p, miR-454-3p, and miR-3666"
human,hsa_circ_0003519,hsa-ZEB1_0025,circZEB1(I001).4,+,ZEB1,Active pulmonary tuberculosis,unknown,28846924,unknown
human,hsa_circ_0000231,hsa-ARHGAP12_0031,"circARHGAP12(2,3).1",unknown,unknown,Age-related cataract,Downregulated,29959922,unknown
human,hsa_circ_0000231,hsa-ARHGAP12_0031,"circARHGAP12(2,3).1",-,ARHGAP12,Atherosclerosis,Downregulated,33439448,unknown
human,hsa_circ_0000231,hsa-ARHGAP12_0031,"circARHGAP12(2,3).1",-,ARHGAP12,Colorectal cancer,Upregulated,32993655,unknown
human,hsa_circ_0000231,hsa-ARHGAP12_0031,"circARHGAP12(2,3).1",-,ARHGAP12,Tongue squamous cell carcinoma,Upregulated,30269358,unknown
human,chr10:32588594-32589641,unknown,unknown,unknown,EIF3M,Osteosarcoma,Upregulated,30191736,unknown
human,hsa_circ_0018168,hsa-PARD3_0001,"circPARD3(21,22).1",-,PARD3,Acne,Downregulated,29573483,unknown
human,hsa_circ_0000234,hsa-CUL2_0001,"circCUL2(2,3,4).1",-,CUL2,Gastric cancer,Downregulated,33153478,unknown
human,hsa_circ_0017515,unknown,unknown,-,KLF6,Hepatoblastoma,Upregulated,29414822,unknown
human,hsa_circ_0000237,unknown,unknown,-,HNRNPF,Colorectal cancer,Upregulated,28656150,unknown
human,hsa_circ_0093677,hsa-ZFAND4_0001,"circZFAND4(2,3,4,5,6).1",-,ZFAND4,Steroid-induced osteonecrosis of the femoral head,Upregulated,31827647,unknown
human,hsa_circ_0018289,unknown,unknown,-,SYT15,Cervical cancer,Upregulated,29156822,unknown
human,hsa_circ_0018289,unknown,unknown,-,SYT15,Cervical cancer,Upregulated,32320103,unknown
human,hsa_circ_0018293,unknown,unknown,-,unknown,Breast cancer,Downregulated,28744405,unknown
human,hsa_circ_0017526,unknown,unknown,+,tAKR,Breast cancer,Upregulated,31943203,unknown
human,hsa_circ_0002968,hsa-MAPK8_0001,"circMAPK8(2,3,4,5).1",+,MAPK8,Glioblastoma,Downregulated,28236760,unknown
human,hsa_circ_0017536,unknown,unknown,+,AKR1C1,Breast cancer,Downregulated,31943203,unknown
human,hsa_circ_0017545,unknown,unknown,+,AKR1C3,Parathyroid carcinoma,Upregulated,31213128,unknown
human,hsa_circ_0017545,unknown,unknown,+,AKR1C3,Breast cancer,Downregulated,31943203,unknown
human,hsa_circ_0018401,hsa-SGMS1_0007,"circSGMS1(2,3,4,5,6).1",-,SGMS1,Periventricular white matter damage,Upregulated,32247005,unknown
human,circPRKG1,unknown,unknown,unknown,PRKG1,Prostate cancer,Upregulated,30416748,unknown
human,hsa_circ_0005379,hsa-GDI2_0004,"circGDI2(2,3,4,5,6).1",-,GDI2,Oral squamous cell carcinoma,Downregulated,33603482,unknown
human,hsa_circ_0018429,hsa-BICC1_0052,"circBICC1(14,19,20).1",+,BICC1,Pneumonia,Upregulated,31286543,unknown
human,hsa_circ_0005774,hsa-CDK1_0001,"circCDK1(2,3,4).1",+,CDK1,Acute myeloid leukemia,Upregulated,33735626,unknown
human,hsa_circ_0093859,hsa-JMJD1C_0006,circJMJD1C(L9).1,-,JMJD1C,Breast cancer,Upregulated,29593432,unknown
human,hsa_circ_0093887,hsa-SIRT1_0006,circSIRT1(L7).1,+,SIRT1,Atherosclerosis,Downregulated,33844344,unknown
human,hsa_circ_0000239,hsa-RUFY2_0001,"circRUFY2(5,6,7).1",-,RUFY2,Hypopharyngeal carcinoma,Downregulated,30365065,unknown
human,hsa_circ_0018508,unknown,unknown,-,DNA2,Type2 diabetes mellitus,Upregulated,27878383,"miR-556-5p,hsa-miR-521,hsa-miR-1204,hsa-miR-146b-3p,hsa-miR-512-5p,hsa-miR-663b,hsa-miR-1258,hsa-miR-1233,hsa-miR-1296"
human,hsa_circ_0009172,hsa-DNA2_0014,"circDNA2(2,3,4,5).1",-,DNA2,Gastric cancer,Downregulated,33531648,unknown
human,hsa_circ_0018534,unknown,unknown,-,SLC25A16,Non-small cell lung cancer,Upregulated,32513983,unknown
human,hsa_circ_0093996,hsa-TET1_0005,circTET1(4).1,+,TET1,Retinoblastoma,Upregulated&nbsp;,33108919,unknown
human,hsa_circ_0018665,unknown,unknown,+,ADAMTS14,Hepatocellular carcinoma,Downregulated,30317540,unknown
